id,form,edit form,hyperlink,dict,количество компонентов в смысловой части,позиция компонентов смысловой части,позиция коннектора в составе клаузы,phonvar,pos,type of pos,meaning,Non-connector,Стилистич. ограничения,Example,other_senses,other_pos,semfield1,subfield1,semfield2,subfield2,semfield1_ed,subfield1_ed,semfield2_ed,subfield2_ed,sem_comment,inside_info,Основная часть,Коррелят,Обязательность коррелята,Обязательность компонентов,Комментарий,Разработчик,,
,покамест_не,,,АГ-80,многокомпонентный,разрывный,начальная,NA,союз,,временной,NA,стил,"Мы постояли еще немного, покамест не смолк звук лошадиных копыт, и потом тихо вернулись во двор. [НКРЯ: Фазиль Искандер. Лошадь дяди Кязыма (1966)]",NA,NA,таксис,предшествование,NA,NA,таксис,следование,NA,NA,"Перфектив в зависимой предикации; тип ограничительного следования, при котором обязательно отсутствие интервала между двумя событиями. Прекращающееся следование в терминах В.С. Храковского.",,покамест не,NA,NA,,,ИМК,,
,поколе,,,БТС,однокомпонентный,NA,начальная,поколь,союз,,в то время как; до того времени как,уст,,"Поработаю, поколе ноги носят. (БТС) NOTFOUND",NA,NA,таксис,одновременность,таксис,предшествование,таксис,одновременность,таксис,предшествование,,,поколе,NA,NA,,,Настя,,
458,покуда,,,МАС,однокомпонентный,NA,неконечная,NA,союз,,временной: для выражения одновременности,NA,,"Покуда она сталкивала лодку в воду, подбежал запыхавшийся Говядин. (МАС) OLD; Покуда он, радостно улыбаясь, рассказывал ужасные вещи про непорядки в хранении радиоактивных материалов, титры внизу гласили: «Pavel Felgengauer, physiciste atomienne». [НКРЯ: Максим Соколов. 28.IX -- 4.X. Рюкзачки и чемоданчики. -- Physiciste atomienne. -- Новое доказательство непобедимости русского народа. -- Кун Фу Цзы и правозащитники. // «Известия», 2002.10.04]",NA,наречие,таксис,одновременность,NA,NA,таксис,одновременность,NA,NA,Имперфектив в зависимой предикации,,покуда,NA,NA,NA,,Диана,,
459,покуда,,,Уш,однокомпонентный,NA,неконечная,NA,наречие и союз,,"при обозначении периода, во все продолжение которого что-то длится",NA,,"Покуда шли эти толки, помощник градоначальника не дремал. (Уш) OLD",NA,NA,таксис,одновременность,NA,NA,таксис,одновременность,NA,NA,NA,NA,покуда,NA,NA,NA,,Диана,,
,покуда,,,БТС,однокомпонентный,NA,начальная,NA,союз,,в то время как; до того времени как,NA,,Покуда работаю - отдохни. (БТС) NOTFOUND,1. в течение некоторого времени; до сих пор ещё; впредь до чего-л. ,наречие,таксис,одновременность,таксис,предшествование,таксис,одновременность,NA,NA,,,покуда,NA,NA,,,Настя,,
,покуда,,,АГ-80,однокомпонентный,NA,начальная,NA,союз,,временной,NA,,Покуда работаю - отдохни. (БТС) NOTFOUND,NA,наречие,таксис,одновременность,NA,NA,таксис,одновременность,NA,NA,,,покуда,NA,NA,,,Настя,,
,покуда,,,ЕФР,однокомпонентный,NA,начальная,NA,союз,,предел действия: до того времени как,NA,,"— Вот и хорошо, — говорю, — мы с вами посидим на скамеечке, покуда Анна Моисеевна придет. [НКРЯ: Анатолий Рыбаков. Тяжелый песок (1975-1977)]","1. в данный момент, сейчас",наречие,таксис,предшествование,NA,NA,таксис,следование,NA,NA,"Перфектив в зависимой предикации; тип ограничительного следования, при котором обязательно отсутствие интервала между двумя событиями. Прекращающееся следование в терминах В.С. Храковского. Допустима замена на ""покуда не""",,покуда,NA,NA,,,Настя,,
,покуда,,,Уш,однокомпонентный,NA,начальная,NA,наречие и союз,,"до того времени, как",NA,,"Покуда будут богатые — ничего не добьется народ, ни правды, ни радости, ничего! (МАС) OLD",NA,NA,таксис,следование,,,таксис,одновременность,NA,NA,Имперфектив в зависимой предикации,,покуда,NA,NA,NA,,Диана,,
,покуда_не,,,АГ-80,многокомпонентный,разрывный,начальная,NA,союз,,NA,NA,стил,"Покуда все не кончится, увы, — ​ тут ничего другого не начнется. (НКРЯ) GOOD",NA,NA,таксис,предшествование,NA,NA,таксис,следование,NA,NA,"Перфектив в зависимой предикации; тип ограничительного следования, при котором обязательно отсутствие интервала между двумя событиями. Прекращающееся следование в терминах В.С. Храковского. Допустима замена на ""покуда""",,покуда не,NA,NA,,,Настя,,
,покудова,,,БТС,однокомпонентный,NA,начальная,NA,союз,,в то время как; до того времени как,NA,стил,"А Ваня догнал козла на углу 3-й Земледельческой, выводящей на проспект, папироску ему сунул — и покудова Мекеша дымил, рассмотрел прокомпостированную козлом бумажонку. [НКРЯ: В. Ю. Кунгурцева. Ведогони, или Новые похождения Вани Житного (2009)]",1. в течение некоторого времени; до сих пор ещё; впредь до чего-л. ,наречие,таксис,одновременность,таксис,предшествование,таксис,одновременность,NA,NA,Имперфектив в зависимой предикации,,покудова,NA,NA,,,Настя,,
,покудова,,,БТС,однокомпонентный,NA,начальная,NA,союз,,в то время как; до того времени как,NA,стил,"А покудова все по своем местам обустроются, да печку в анбаре покудова сладют — уж в мазанке вместе с детями нетрог все тута, в тепле, и живут гуртом. [НКРЯ: В. Г. Галактионова. Большой крест (2001)]",1. в течение некоторого времени; до сих пор ещё; впредь до чего-л. ,наречие,,,,,таксис,следование,NA,NA,"Перфектив в зависимой предикации; тип ограничительного следования, при котором обязательно отсутствие интервала между двумя событиями. Прекращающееся следование в терминах В.С. Храковского. Допустима замена на ""покудова не""",,покудова,NA,NA,,,НВ,,
,покудова,покудова_не,,ЕФР,однокомпонентный,NA,начальная,NA,союз,,предел действия: до того времени как,NA,стил,"Покудова я своими глазами не увижу Указ, митингов проводить не надо. (МАС) GOOD","1. в данный момент, сейчас",наречие,таксис,предшествование,NA,NA,таксис,следование,NA,NA,"Перфектив в зависимой предикации; тип ограничительного следования, при котором обязательно отсутствие интервала между двумя событиями. Прекращающееся следование в терминах В.С. Храковского. Допустима замена на ""покудова""",,покудова,NA,NA,,,Настя,,
,положим,,,АГ-80,однокомпонентный,NA,плавающая,NA,вводное слово,,включение,да,,"Здесь уместно поставить вопрос о допустимости множественной системы оценок; положим, молодой ученый собирается начать определенную работу... [П. Л. Капица. О науке и ее организации в СССР (1935)] GOOD",NA,NA,условие,ирреальное,NA,NA,условие,ирреальное,NA,NA,,,положим,NA,NA,,,ИМК,,
,помимо того,,,АГ-80,многокомпонентный,неразрывный,начальная,NA,вводное сочетание слов,,NA,NA,,"...во второй половине дня футбол, плавание, аэробика и много всего интересного. Помимо того можно посетить многие достопримечательности Швейцарии... (НКРЯ) GOOD",NA,NA,мереология,аддитивность,NA,NA,мереология,аддитивность,NA,NA,,,помимо того,NA,NA,,,Настя,,
,помимо того что,,,АГ-80,многокомпонентный,неразрывный,начальная,NA,союз,,NA,NA,,"Помимо того, что планета проходит период изменений, она одновременно пытается восстановиться от удара, нанесённого коронавирусом. (НКРЯ) GOOD",NA,NA,мереология,аддитивность,NA,NA,мереология,аддитивность,NA,NA,,,помимо того что,NA,NA,,,Настя,,
,помимо того что,,,ЕФР,многокомпонентный,неразрывный,начальная,NA,союз,,соединение предложений (второе из которых дополняет первое и представляется более значительным по сравнению с первым): кроме того что,NA,,"Помимо того, что они заметно улучшают морозостойкость топлива, они удаляют из него всю воду. (видоизмененный пример из НКРЯ) GOOD",NA,NA,мереология,аддитивность,конъюнкция,присоединение,мереология,аддитивность,NA,NA,,,помимо того что,NA,NA,,,Настя,,
,понеже,,,БТС,однокомпонентный,NA,начальная,NA,союз,,"потому что, так как",уст,,"На это асессор Рудаковский «ответствовал ему, что в России без самодержавства быть невозможно, понеже Россия кроме единого Бога и одного государя у многих под властью быть не пожелает» [Игорь Курукин. Опасная картинка Епафродита Ивановича // «Родина», 2009] GOOD",NA,NA,причина,собственно причина,причина,обоснование,причина,собственно причина; обоснование,NA,NA,"По данным письменности XVII- нач. XVIII вв. в употреблении союза пониже можно констатировать тенденцию к выходу его за рамки архаических книжных текстов <…> Однако <…> несоответствие структуры сложноподчинённых предложений с союзом понеже новым в синт. строе требованиям формального и семантического плана в соединении с его яркой стилистической маркированностью, по-видимому способствовали утрате союза понеже в русском литературном языке [Преображенская 1991; 230]",,понеже,NA,NA,,,Настя,,
461,понятно,,,Морк,однокомпонентный,NA,неконечная ,NA,вводное слово,,уверенность говорящего в достоверности высказывания,репл,,"""<...> Ты туда и дорожку забудь."" Юрко, понятно, дорогу не забыл, а все-таки таиться пришлось, заходить с оглядкой, чтоб кто из барских наушников не увидел. [НКРЯ: П. П. Бажов. Шелковая горка (1947)]",NA,NA,ПУ,умозаключение,NA,NA,верификация,NA,NA,NA,NA,NA,понятно,NA,NA,NA,Стоит и это брать?,Диана,,
,попросту,,,ЕФР,однокомпонентный,NA,плавающая,NA,союз,,противопоставление или сопоставление,NA,,"Ни разочарования, ни удивления, попросту отрубило все мысли и эмоции, он не хотел верить ушам, но приходилось, и он совершенно точно знал, что это не сон и не галлюцинация… [А. А. Бушков. Ближе, бандерлоги! (2016)] GOOD","1. без церемоний; просто 2. при выражении того, что легко объяснимо, не трудно понять: не иначе как, просто-напросто, именно",наречие; частица,адверсативность,противительность,конъюнкция,сопоставление,переформулирование,NA,NA,NA,,,попросту,NA,NA,,,ИМК,,
,попросту,,,ШЩ,однокомпонентный,NA,начальная,NA,частица,метатекстовая ,"введение другого наименования, более употребляемого в обиходе",NA,,"Ни разочарования, ни удивления, попросту отрубило все мысли и эмоции, он не хотел верить ушам, но приходилось, и он совершенно точно знал, что это не сон и не галлюцинация… [А. А. Бушков. Ближе, бандерлоги! (2016)] GOOD",выделение наиболее очевидного объяснения или обозначения,наречие,переформулирование,перифрастическое,NA,NA,переформулирование,NA,NA,NA,,,попросту,NA,NA,,,Катя,,
462,поскольку,,,МАС,однокомпонентный,NA,начальная,NA,союз,,для присоединения придаточного предложения причины в значении: так как,NA,,"Поскольку вы перегружены чрезмерно, билеты беру я. (МАС) GOOD",NA,NA,причина,собственно причина,NA,NA,причина,собственно причина; обоснование,NA,NA,"Так как, поскольку, благодаря тому что несколько сдвинуты в сторону необиходности и в силу этого менее частотны [среди причинных союзов]. Все эти союзы носят скорее слегка официальный оттенок и редко встречаются в Поэтическом подкорпусе (10 вхождений на миллион – так как, 1 вхождение на миллион – поскольку, благодаря тому что не встречается). [Апресян Пекелис 2012]",NA,поскольку,NA,NA,NA,,Диана,,
463,поскольку,,,Морк,однокомпонентный,NA,начальная,NA,союз,,причинный,NA,,"Во время президентства Байдена рынки «будут оставаться сложными», и это отразится и на России, поскольку российский рынок связан «единой пуповиной» с американским. GOOD",NA,NA,причина,собственно причина,NA,NA,причина,собственно причина; обоснование,NA,NA,NA,,поскольку,NA,NA,NA,,Диана,,
,поскольку,,,БТС,однокомпонентный,NA,начальная,NA,союз,,"потому что, так как",NA,,"Не знаю, который час, поскольку часы стоят. (БТС) NOTFOUND",NA,NA,причина,обоснование,причина,собственно причина,причина,собственно причина; обоснование,NA,NA,,,поскольку,NA,NA,,,ИМК,,
,поскольку,,,АГ-80,однокомпонентный,NA,начальная,NA,союз,,причинный,NA,,"Ближе к 12 часам ночи 31 декабря нагрузка на мобильную связь и мобильный Интернет достигнет пика, поскольку россияне будут поздравлять друг друга с праздником. (НКРЯ) GOOD",NA,NA,причина,собственно причина,причина,обоснование,причина,собственно причина; обоснование,NA,NA,,,поскольку,NA,NA,,,ИМК,,
,поскольку,,,ЕФР,однокомпонентный,NA,начальная,NA,союз,,причина: так как,NA,,"Фрукты перед едой также стоит мыть тёплой водой с мылом, поскольку упаковку обрабатывают антисептиком, а также в ряде случае пропитывают составом, препятствующим образование гнили и плесени. GOOD",NA,NA,причина,собственно причина,причина,обоснование,причина,собственно причина; обоснование,NA,NA,,,поскольку,NA,NA,,,ИМК,,
,поскольку... то,поскольку,,БТС,однокомпонентный,NA,начальная,NA,в зн. союза,,"потому что, так как",объед,,"Поскольку все собрались, то начнём работу. (БТС) NOTFOUND",NA,NA,причина,обоснование,причина,собственно причина,причина,собственно причина; обоснование,NA,NA,,,поскольку,то,нет,,,ИМК,,
464,поскольку постольку,поскольку... постольку,,МАС,однокомпонентный,NA,начальная,NA,союз,,в той мере как,NA,,"Поскольку поэт подчинен власти языка, постольку он свободен в социальном плане. [НКРЯ: Разговоры с Андреем Пермяковым: Евгения Вежлян -- Виктор Куллэ // «Волга», 2010]; Политика его интересовала только поскольку постольку она приносила деньги. (НКРЯ) GOOD",NA,NA,степень,пропорция,NA,NA,причина,собственно причина,степень,собственно степень,NA,NA,поскольку,постольку,да,постольку не обяз.,,Диана,,
,поскольку... постольку,,,ЕФР,однокомпонентный,NA,начальная,NA,союз,,тесная взаимосвязь,NA,,"Поскольку поэт подчинен власти языка, постольку он свободен в социальном плане. [НКРЯ: Разговоры с Андреем Пермяковым: Евгения Вежлян -- Виктор Куллэ // «Волга», 2010]; Политика его интересовала только поскольку постольку она приносила деньги. (НКРЯ) GOOD",NA,NA,причина,собственно причина; обоснование,причина,обоснование,причина,собственно причина,степень,собственно степень,"Отдельный союз со значением тесной взаимосвязи, в отличие от ""постольку поскольку"", обозначающего меру [Ефремова 2001].",,поскольку,постольку,нет,,,ИМК,,
,поскольку постольку,поскольку... постольку,,АГ-80,однокомпонентный,NA,начальная,NA,союзное соединение,,NA,NA,,"Поскольку поэт подчинен власти языка, постольку он свободен в социальном плане. [НКРЯ: Разговоры с Андреем Пермяковым: Евгения Вежлян -- Виктор Куллэ // «Волга», 2010]; Политика его интересовала только поскольку постольку она приносила деньги. (НКРЯ) GOOD",NA,NA,причина,собственно причина,причина,обоснование,причина,собственно причина,степень,собственно степень,,,поскольку,постольку,нет,,,ИМК,,
,поскольку... следовательно,поскольку,,АГ-80,однокомпонентный,NA,начальная,NA,союзное соединение,,NA,объед,,"Поскольку инициатива принадлежит работодателю, следовательно, он определяет дату прекращения трудового договора. (видоизмененный пример из НКРЯ) GOOD",NA,NA,причина,собственно причина,причина,обоснование,причина,обоснование,NA,NA,,,поскольку,следовательно,нет,,,ИМК,,
,поскольку... то,поскольку,,АГ-80,однокомпонентный,NA,начальная,NA,союзное соединение,,NA,объед,,"Поскольку все собрались, то начнём работу. (БТС) NOTFOUND",NA,NA,причина,собственно причина,причина,обоснование,причина,собственно причина; обоснование,NA,NA,,,поскольку,то ,нет,,,ИМК,,
,поскольку... то значит,поскольку,,АГ-80,однокомпонентный,NA,начальная,NA,союзное соединение,,NA,объед,,"<…> поскольку их большинство, то, значит, так и надо. (НКРЯ) GOOD",NA,NA,причина,собственно причина,причина,обоснование,причина,обоснование,NA,NA,,,поскольку,то значит,нет,,,ИМК,,
,поскольку... то следовательно,поскольку,,АГ-80,однокомпонентный,NA,начальная,NA,союзное соединение,,NA,объед,,"Поскольку деньги частные, то, следовательно, и схема финансирования будет сложной. (видоизмененный пример из НКРЯ) GOOD",NA,NA,причина,собственно причина,причина,обоснование,причина,обоснование,NA,NA,,,поскольку,то следовательно,нет,,,ИМК,,
465,после того как,,,Морк,многокомпонентный,неразрывная,начальная,NA,союз,,временной,NA,,"После того как больной принял лекарство, ему стало лучше. (Морк) NOTFOUND",NA,NA,таксис,следование,NA,NA,таксис,предшествование,NA,NA,"Союз после того как (10 157 вхождений в Основном корпусе) может указывать как на немедленное, так и на более удаленное следование [Апресян Пекелис 2012]",NA,после того как,NA,NA,да,,Диана,,
,после того как,,,БТС,многокомпонентный,неразрывный,начальная,NA,в зн. союза,,вслед за тем,NA,,"После того как Маркушка съел арбуз, старый яличник подал мальчику сверток с леденцами. (МАС) GOOD",NA,NA,таксис,предшествование,NA,NA,таксис,предшествование,NA,NA,,,после того как,NA,NA,,,Настя,,
,после того как,,,АГ-80,многокомпонентный,неразрывный,начальная,NA,союз,,временной,NA,,"Произошло это после того, как  были  зафиксированы неоднократные случаи наезда на пешеходов,  возбуждён ряд уголовных дел. (НКРЯ) GOOD",NA,NA,таксис,предшествование,NA,NA,таксис,предшествование,NA,NA,,,после того как,NA,NA,,,Настя,,
,после того как,,,ЕФР,многокомпонентный,неразрывный,начальная,NA,союз,,действие придаточной части предшествует действию главной части,NA,,"После того как Маркушка съел арбуз, старый яличник подал мальчику сверток с леденцами. (МАС) GOOD",NA,NA,таксис,предшествование,NA,NA,таксис,предшествование,NA,NA,,,после того как,NA,NA,,,Настя,,
,после чего,,,ЕФР,многокомпонентный,неразрывный,начальная,NA,союз,,вывод или следствие,NA,,"<…> экспертная группа ВОЗ выявила нарушения на производстве препарата в Уфе, после чего процесс его сертификации был приостановлен. (НКРЯ) GOOD",NA,NA,таксис,следование,ПУ,логический вывод,таксис,следование,NA,NA,,,после чего,NA,NA,,,ИМК,,
,постольку поскольку,постольку... поскольку,,ЕФР,однокомпонентный,NA,начальная,NA,союз,,"сопоставление интенсивности одного действия или меры, степени одного качества по отношению к другому): в той мере как",объед,,"Сказано ведь в «Манифесте» Маркса: все другие слои становятся революционными лишь постольку, поскольку они переходят на точку зрения пролетариата. [НКРЯ: Л. А. Данилкин. Ленин: Пантократор солнечных пылинок (2017)] GOOD",NA,NA,степень,собственно степень,NA,NA,причина,обеспечение возможности,степень,собственно степень,,,поскольку,постольку,да,,,Настя,,
,постольку поскольку,постольку... поскольку,,БТС,многокомпонентный,неразрывный,начальная,NA,в зн. союза,,в той мере как,объед,,"Они живы постольку, поскольку жива рожденная ими литература, а та — пока мы ее читаем, воспринимая именно как свою, а не как памятник ушедших культур.  [В. О. Авченко. Фадеев (2017)] GOOD",NA,NA,степень,собственно степень,причина,собственно причина,причина,обеспечение возможности,степень,собственно степень,,,поскольку,постольку,да,,,Настя,,
466,постольку поскольку,постольку... поскольку,,Морк,многокомпонентный,неразрывная,начальная,NA,союз,,"ситуация имеет место только потому, что в какой-л. мере находится в зависимости от другой ситуации",объед,,"Этот клуб существует постольку, поскольку его поддерживает энтузиазм его основателей. (Морк) NOTFOUND ",NA,NA,причина,собственно причина,NA,NA,причина,обоснование,степень,собственно степень,NA,NA,поскольку,постольку,да,да,,Диана,,
,постольку... поскольку,,,АГ-80,однокомпонентный,NA,начальная,NA,союзное соединение,,NA,NA,,"Следует согласиться с Д.А. Керимовым в том, что законы лишь постольку являются правом, поскольку адекватно отражают динамику объективного общественного развития. [НКРЯ: О некоторых проблемах подведомственности разрешении гражданских дел с участием юридических лиц в современном процессуальном законодательстве (2003) // «Арбитражный и гражданский процессы», 28.04.2003]",NA,NA,причина,собственно причина,причина,обоснование,причина,обоснование,степень,собственно степень,,,поскольку,постольку,да,,,ИМК,,
468,потом,,,МАС,однокомпонентный,NA,неконечная,NA,наречие,,"следуя за каким-л. событием, явлением, действием; затем",NA,,"Теперь идет сенокос, потом бабы рожь жать начнут <…> (МАС) OLD",NA,NA,таксис,следование,NA,NA,таксис,следование,NA,NA,NA,NA,потом,NA,NA,NA,,Диана,,
469,потом,,,МАС,однокомпонентный,NA,начальная,NA,наречие,,"кроме того, еще, также",NA,,"Всего твоего состояния мало, чтобы выручить меня. Потом я не могу жить в бедности, да и ты не можешь. (МАС) OLD",NA,NA,мереология,аддитивность,NA,NA,конъюнкция,присоединение,NA,NA,NA,,потом,NA,NA,NA,,Диана,,
,потом,,,БТС,однокомпонентный,NA,плавающая,NA,союз,,"кроме того, в добавление к сказанному",NA,,"Всего твоего состояния мало, чтобы выручить меня. Потом я не могу жить в бедности, да и ты не можешь. (МАС) OLD","1. следуя за каким-л. событием, явлением, действием; затем 2. располагаясь, находясь за кем-, чем-л., позади кого-, чего-л.",наречие,мереология,аддитивность,NA,NA,конъюнкция,присоединение,NA,NA,,,потом,NA,NA,,,Настя,,
,потом,,,АГ-80,однокомпонентный,NA,плавающая,NA,аналог союза,,кроме того',NA,,"Всего твоего состояния мало, чтобы выручить меня. Потом я не могу жить в бедности, да и ты не можешь. (МАС) OLD",NA,союз; наречие,конъюнкция,присоединение,NA,NA,конъюнкция,присоединение,NA,NA,,,потом,NA,NA,,,Настя,,
,потом,,,АГ-80,однокомпонентный,NA,плавающая,NA,союз,,NA,NA,,"К примеру, осенью осадков было много, почва сильно пропиталась влагой, потом ударили сильные морозы, и почва глубоко промёрзла. (НКРЯ) GOOD",NA,аналог союза; наречие,таксис,следование,NA,NA,таксис,следование,NA,NA,,,потом,NA,NA,,"В АН-80 такого значения у СОЮЗА ""потом"" нет",Настя,,
470,потому,,,МАС,однокомпонентный,NA,начальная,NA,наречие,,"по этой причине, вследствие этого",уст,,"<…> потребителя вводят в заблуждение за счёт использования привлекательных вкусов, потому продукцию стоит запретить. (НКРЯ) GOOD",NA,NA,следствие,результат,NA,NA,следствие,результат; умозаключение,NA,NA,NA,NA,потому,NA,NA,NA,,Диана,,
471,потому,,,Уш,однокомпонентный,NA,начальная,NA,наречие,,по той причине,NA,,"<…> потребителя вводят в заблуждение за счёт использования привлекательных вкусов, потому продукцию стоит запретить. (НКРЯ) GOOD",NA,NA,следствие,результат,NA,NA,следствие,результат; умозаключение,NA,NA,NA,,потому,NA,NA,NA,,Диана,,
,потому,,,БТС,однокомпонентный,NA,начальная,NA,союз,,поэтому,NA,,"Мне некогда, потому пришлю заместителя. (БТС) NOTFOUND","1. по этой причине, вследствие этого",наречие,причина,результат,NA,NA,следствие,результат; умозаключение,NA,NA,,,потому,NA,NA,,,ИМК,,
,потому,,,АГ-80,однокомпонентный,NA,начальная,NA,союз,,NA,NA,,"Мне некогда, потому пришлю заместителя. (БТС) NOTFOUND",NA,аналог союза,причина,результат,NA,NA,следствие,результат; умозаключение,NA,NA,,,потому,NA,NA,,,ИМК,,
,потому,,,АГ-80,однокомпонентный,NA,начальная,NA,аналог союза,,NA,NA,,"<…> потребителя вводят в заблуждение за счёт использования привлекательных вкусов, потому продукцию стоит запретить. (НКРЯ) GOOD",NA,союз,причина,результат,NA,NA,следствие,результат; умозаключение,NA,NA,,,потому,NA,NA,,,ИМК,,
,потому,,,ЕФР,однокомпонентный,NA,начальная,NA,союз,,причина,NA,,"<…> потребителя вводят в заблуждение за счёт использования привлекательных вкусов, потому продукцию стоит запретить. (НКРЯ) GOOD","1. по этой причине, вследствие этого",наречие,причина,результат,NA,NA,следствие,результат; умозаключение,NA,NA,,,потому,NA,NA,,,ИМК,,
472,потому как,,,Морк,многокомпонентный,неразрывная,начальная,NA,союз,,причинный,NA,,"В театр мы не попали, потому как билетов не было. (Морк) NOTFOUND",NA,NA,причина,собственно причина,NA,NA,причина,собственно причина; обоснование,NA,NA,NA,,потому как,NA,NA,да,,Диана,,
,потому как,,,БТС,многокомпонентный,неразрывный,начальная,NA,в зн. союза,,потому что,NA,,"Не сдал вовремя, потому как не требовали. (БТС) NOTFOUND",NA,NA,причина,собственно причина,причина,обоснование,причина,собственно причина; обоснование,NA,NA,,,потому как,NA,NA,,,ИМК,,
,потому как,,,АГ-80,многокомпонентный,неразрывный,начальная,NA,союз,,NA,NA,,"«Я поддерживаю эту инициативу, потому как такие случаи бывают. (НКРЯ) GOOD",NA,NA,причина,собственно причина,причина,обоснование,причина,собственно причина; обоснование,NA,NA,,,потому как,NA,NA,,,ИМК,,
,потому как,,,ЕФР,многокомпонентный,неразрывный,начальная,NA,союз,,"связь основания и следствия: так как, потому что",NA,,"Не сдал вовремя, потому как не требовали. (БТС) NOTFOUND",NA,NA,причина,собственно причина,причина,обоснование,причина,собственно причина; обоснование,NA,NA,,,потому как,NA,NA,,,ИМК,,
473,потому что,,,МАС,многокомпонентный,неразрывная,начальная,NA,сложный союз,,причины,NA,,"Мы победим, потому что мы — с рабочим народом! <...> (МАС) OLD",NA,NA,причина,собственно причина,NA,NA,причина,собственно причина; обоснование,NA,NA,"Союз потому что наиболее нейтрален стилистически и поэтому наиболее частотен среди причинных союзов. Синтаксически потому что отличается тем, что не может занимать в предложении начальную позицию. Данная синтаксическая особенность объясняется, по-видимому, следующим семантико-коммуникативным свойством потому что: этот союз вводит информацию о причинной связи между ситуациями, выраженными зависимой клаузой и главной, как неизвестную для Слушающего; неизвестное, между тем, тяготеет к совпадению с концом высказывания – c ремой.[Апресян, Пекелис 2012]",,потому что,NA,NA,да,,Диана,,
474,потому что,,,Морк,многокомпонентный,неразрывная,начальная,NA,союз,,причинный,NA,,"Я закрыл окно, потому что стало холодно. (Морк) NOTFOUND",NA,NA,причина,собственно причина,NA,NA,причина,собственно причина,NA,NA,NA,NA,потому что,что,да,да,,Диана,,
,потому что,,,БТС,многокомпонентный,неразрывный,начальная,NA,в зн. союза,,вследствие того что,NA,,"Засуетились, потому что было поздно. (БТС) NOTFOUND",NA,NA,причина,собственно причина,причина,обоснование,причина,собственно причина; обоснование,NA,NA,В деловой речи XV-XVII вв. складывается союзное сочетание по тому что; синт. констр. с ним становятся к XVIII веку наиболее распространёнными <…> при выражении семантико-синтаксических отношений причины в форме сложноподчиненного предложения [Преображенская 1991: 232],,потому что,NA,NA,,,ИМК,,
,потому что,,,АГ-80,многокомпонентный,неразрывный,начальная,NA,союз,,"причинный, обусловленность",NA,,"Никто не осмеливается конкурировать с ними, потому что они часто контролируются самыми большими или богатыми семьями с хорошими связями. (НКРЯ) GOOD",NA,NA,причина,собственно причина,причина,обоснование,причина,собственно причина; обоснование,NA,NA,,,потому что,NA,NA,,,ИМК,,
,потому что,,,ЕФР,многокомпонентный,неразрывный,начальная,NA,союз,,связь основания и следствия: так как,NA,,"Огромное число трудоспособных людей предпочитает жить на пособия, потому что зарплаты не намного выше пособий из-за высоких налогов и сокращения инвестиций. (НКРЯ) GOOD",NA,NA,причина,собственно причина,причина,обоснование,причина,собственно причина; обоснование,NA,NA,,,потому что,NA,NA,,,ИМК,,
,потому чтобы,,,БТС,многокомпонентный,неразрывный,начальная,потому чтоб,союз,,причина,NA,,"Я ведь его и остановил-то тогда только потому, чтобы людям не мешали отдыхать нормально. (НКРЯ) GOOD; Даже самые привередливые гости «Известий» возвращались снова и снова, возможно, и потому, чтобы попить кофе в буфете Натальи Дмитриевны. [НКРЯ: Гаяз Алимов. Она просто варила кофе для нас. Слово о маленьком человеке, который почти полвека служил «Известиям» (2002) // «Известия», 09.10.2002]",NA,NA,причина,собственно причина,причина,обоснование,цель,NA,NA,NA,,БТС считает единым союзом,потому чтобы,NA,NA,,,ИМК,,
,потому чтобы,,,РусКон,многокомпонентный,неразрывный,начальная,,союз,,причина,NA,,"Не потому, чтобы я очень любил зелень, а потому, что мне нравится разноцветное.
 [НКРЯ: М. Б. Бару. Замок с музыкой // «Волга», 2013]",NA,NA,,,,,причина,собственно причина,NA,NA,"Вариант ""потому что"" при ирреальной модальности зависимой клаузы; чаще всего с отрицанием.",,потому чтобы,NA,NA,,,,,
